country_name,country_code,indicator_status,year,financial_normalized_final,financial_rank
Kosovo,XKX,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.33580728,110
Latvia,LVA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.33480725,111
Ukraine,UKR,"Interest Rate: Normal Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.33434629,112
Paraguay,PRY,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.33425031,113
Lithuania,LTU,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.33348845,114
"Bahamas, The",BHS,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.33265188,115
Lesotho,LSO,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost",2017,0.33232548,116
Seychelles,SYC,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.33230563,117
"Latin America & Caribbean (excluding high income)",LAC,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.33207659,118
Belarus,BLR,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2017,0.33125700,119
"Cabo Verde",CPV,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.32944175,120
Kuwait,KWT,"Interest Rate: Normal Cost | GDP: Weak Economy | Inflation: Price Stable",2017,0.32893203,121
"West Bank and Gaza",PSE,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.32852251,122
Ecuador,ECU,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.32837861,123
Switzerland,CHE,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.32820312,124
Serbia,SRB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.32531429,125
Senegal,SEN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.32494517,126
"Caribbean small states",CSS,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.32462333,127
"South Africa",ZAF,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2017,0.32400761,128
Namibia,NAM,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.32398863,129
Azerbaijan,AZE,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.32391931,130
Timor-Leste,TLS,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost",2017,0.32367467,131
"Sierra Leone",SLE,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.32039573,132
"Solomon Islands",SLB,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.32027392,133
"Burkina Faso",BFA,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.31893184,134
Togo,TGO,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.31793274,135
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.31583339,136
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.31555636,137
Kazakhstan,KAZ,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.31428789,138
"Cote d'Ivoire",CIV,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.31053028,139
Mali,MLI,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.30898794,140
Djibouti,DJI,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.30876918,141
Malawi,MWI,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.30353280,142
Benin,BEN,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.30299547,143
Tanzania,TZA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.29850074,144
"Turks and Caicos Islands",TCA,"GDP: Very Strong Economy",2017,0.29833475,145
Pakistan,PAK,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.29679100,146
Guinea-Bissau,GNB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.29317234,147
Niger,NER,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.29313506,148
Guinea,GIN,"Inflation: Price Stable | GDP: Growing Economy",2017,0.29153164,149
Uganda,UGA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.29077967,150
Ethiopia,ETH,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28913953,151
"Lao PDR",LAO,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28673429,152
"Viet Nam",VNM,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28582138,153
India,IND,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28557023,154
"South Asia",SAS,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28521426,155
"South Asia (IDA & IBRD)",TSA,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28521426,155
Ghana,GHA,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28518979,157
Mauritania,MRT,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28475737,158
Panama,PAN,"Inflation: Price Stable | GDP: Growing Economy",2017,0.28405539,159
"Sri Lanka",LKA,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28311295,160
Morocco,MAR,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28253236,161
Mongolia,MNG,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28251644,162
"Lower middle income",LMC,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28235211,163
Haiti,HTI,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.28211552,164
Bahrain,BHR,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28203324,165
"IDA only",IDX,"Inflation: Price Stable | GDP: Growing Economy",2017,0.28154121,166
Singapore,SGP,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28125591,167
Israel,ISR,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28108142,168
"Heavily indebted poor countries (HIPC)",HPC,"Inflation: Price Stable | GDP: Growing Economy",2017,0.28104479,169
"Early-demographic dividend",EAR,"Inflation: Price Stable | GDP: Growing Economy",2017,0.28022755,170
Comoros,COM,"GDP: Growing Economy | Inflation: Price Stable",2017,0.28004296,171
"Europe & Central Asia (IDA & IBRD countries)",TEC,"Inflation: Price Stable | GDP: Growing Economy",2017,0.28002648,172
"Central African Republic",CAF,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27999505,173
"Least developed countries: UN classification",LDC,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27977655,174
Kiribati,KIR,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27965165,175
"Gambia, The",GMB,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27919369,176
Cameroon,CMR,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27905889,177
"IDA total",IDA,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27887229,178
"Sao Tome and Principe",STP,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27844629,179
"New Zealand",NZL,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27822617,180
Canada,CAN,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27751227,181
"Papua New Guinea",PNG,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27720807,182
"IDA blend",IDB,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27710611,183
Germany,DEU,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27701472,184
Kenya,KEN,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27693475,185
Zambia,ZMB,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27676454,186
Peru,PER,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27580123,187
"Africa Western and Central",AFW,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27577418,188
Iraq,IRQ,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.27572146,189
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27513535,190
"Iran, Islamic Rep.",IRN,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27504986,191
"Africa Eastern and Southern",AFE,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27493626,192
"Sub-Saharan Africa",SSF,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27491378,193
"Sub-Saharan Africa (IDA & IBRD countries)",TSS,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27491378,193
"Sub-Saharan Africa (excluding high income)",SSA,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27424305,195
"Saudi Arabia",SAU,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27416263,196
"Russian Federation",RUS,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27394153,197
Burundi,BDI,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27383744,198
"Arab World",ARB,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27340071,199
Vanuatu,VUT,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.27333659,200
"Pre-demographic dividend",PRE,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27318110,201
"Fragile and conflict affected situations",FCS,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27252454,202
"Low income",LIC,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27234420,203
Liberia,LBR,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27205680,204
Oman,OMN,"Inflation: Price Stable | GDP: Growing Economy",2017,0.27120200,205
Gabon,GAB,"GDP: Growing Economy | Inflation: Price Stable",2017,0.27118989,206
Chad,TCD,"GDP: Growing Economy | Inflation: Price Stable",2017,0.26795812,207
"United Arab Emirates",ARE,"Inflation: Price Stable | GDP: Growing Economy",2017,0.26791123,208
Nigeria,NGA,"Inflation: Price Stable | GDP: Growing Economy",2017,0.26668056,209
"Congo, Rep.",COG,"GDP: Weak Economy | Inflation: Price Stable",2017,0.25801520,210
"Equatorial Guinea",GNQ,"GDP: Weak Economy | Inflation: Price Stable",2017,0.25771929,211
Bhutan,BTN,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable",2017,0.25328732,212
"Euro area",EMU,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.24978673,213
Tonga,TON,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable",2017,0.24651850,214
"St. Kitts and Nevis",KNA,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy",2017,0.24391948,215
Suriname,SUR,"Private Credit: Weak | Private Credit: Weak | Interest Rate: Normal Cost | GDP: Growing Economy",2017,0.23518426,216
"South Sudan",SSD,"Interest Rate: Low Cost | Inflation: Manageable",2017,0.22347056,217
Eswatini,SWZ,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2017,0.20960316,218
"Kyrgyz Republic",KGZ,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost",2017,0.20497641,219
Argentina,ARG,"Interest Rate: High Cost | GDP: Growing Economy",2017,0.18951936,220
"Somalia, Fed. Rep.",SOM,"GDP: Growing Economy",2017,0.15991057,221
Madagascar,MDG,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2017,0.14824104,222
"San Marino",SMR,"Inflation: Price Stable",2017,0.14491078,223
Palau,PLW,"Inflation: Price Stable",2017,0.14475401,224
Lebanon,LBN,"Inflation: Price Stable",2017,0.14364517,225
Afghanistan,AFG,"Inflation: Price Stable",2017,0.14339281,226
Tajikistan,TJK,"GDP: Growing Economy",2017,0.14224038,227
Turkmenistan,TKM,"GDP: Growing Economy",2017,0.14085267,228
Myanmar,MMR,"GDP: Growing Economy",2017,0.14002004,229
Zimbabwe,ZWE,"GDP: Growing Economy",2017,0.13675892,230
"French Polynesia",PYF,"GDP: Growing Economy",2017,0.13574127,231
"Congo, Dem. Rep.",COD,"GDP: Growing Economy",2017,0.13562563,232
Bermuda,BMU,"GDP: Growing Economy",2017,0.13416853,233
"Marshall Islands",MHL,"GDP: Growing Economy",2017,0.13405289,234
"Faroe Islands",FRO,"GDP: Growing Economy",2017,0.13393724,235
Aruba,ABW,"GDP: Growing Economy",2017,0.13389099,236
"Micronesia, Fed. Sts.",FSM,"GDP: Growing Economy",2017,0.13086115,237
Cuba,CUB,"GDP: Growing Economy",2017,0.13000540,238
Barbados,BRB,"GDP: Growing Economy",2017,0.12746126,239
Sudan,SDN,"GDP: Growing Economy",2017,0.12746126,239
Andorra,AND,"GDP: Growing Economy",2017,0.12662863,241
Curacao,CUW,"GDP: Growing Economy",2017,0.12285868,242
"Puerto Rico (US)",PRI,NULL,2017,0.11913499,243
Monaco,MCO,NULL,2017,0.11839488,244
Nauru,NRU,"GDP: Weak Economy",2017,0.11113253,245
"Sint Maarten (Dutch part)",SXM,"GDP: Weak Economy",2017,0.10838023,246
"Venezuela, RB",VEN,"GDP: Weak Economy",2017,0.08957675,247
"Hong Kong SAR, China",HKG,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Healthy | Private Credit: Healthy | Interest Rate: High Cost",2018,0.63796929,1
China,CHN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Interest Rate: High Cost",2018,0.55631561,2
Thailand,THA,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Interest Rate: High Cost",2018,0.53330433,3
"United States",USA,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2018,0.53174751,4
"North America",NAC,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2018,0.53173184,5
Norway,NOR,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average | Interest Rate: Normal Cost",2018,0.53000883,6
"Korea, Rep.",KOR,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average | Interest Rate: High Cost",2018,0.51535329,7
Japan,JPN,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2018,0.50534464,8
Malaysia,MYS,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2018,0.49938252,9
Denmark,DNK,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2018,0.49856317,10
"East Asia & Pacific",EAS,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2018,0.48442799,11
"East Asia & Pacific (IDA & IBRD countries)",TEA,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2018,0.48133853,12
"East Asia & Pacific (excluding high income)",EAP,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2018,0.48123147,13
"Post-demographic dividend",PST,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2018,0.47638177,14
Cyprus,CYP,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2018,0.47101668,15
Australia,AUS,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2018,0.46885811,16
"OECD members",OED,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2018,0.46630529,17
"High income",HIC,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2018,0.46600462,18
Sweden,SWE,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2018,0.45752774,19
Fiji,FJI,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2018,0.45719593,20
"United Kingdom",GBR,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2018,0.45619906,21
Iceland,ISL,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2018,0.45558443,22
World,WLD,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2018,0.44999733,23
"Late-demographic dividend",LTE,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2018,0.44973937,24
Qatar,QAT,"GDP: Growing Economy | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2018,0.44813727,25
